waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=1.8e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=1.8e-07) Y,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=3.6e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=3.6e-07) Y,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=5.4e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=5.4e-07) Y,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=7.2e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=7.2e-07) Y
26.50462579313032,27.47788917111203,26.19347243058695,68.9491872868645,25.893722531914,93.09586304412917,25.65646599714715,106.016775555167
26.49497217774813,27.50123161268647,26.17936490707413,69.02794891649866,25.8777785472804,93.20920117003232,25.63962843109778,106.1372819485298
26.48523206777791,27.52440295304607,26.16516707505058,69.10620727694818,25.86176297823669,93.32188544516519,25.62273992997851,106.2571231093189
26.47540495390794,27.54740407436365,26.15087926045903,69.18396806653439,25.84567686279584,93.43392567195384,25.60580194206791,106.3763130990934
26.46549033017303,27.57023586118117,26.13650181295051,69.26123705126862,25.82952126660959,93.54533173297617,25.58881593428109,106.4948660493847
26.45548769414255,27.59289920090726,26.122035106185,69.33802006653154,25.81329728271399,93.65611359185236,25.57178339106114,106.6127961609555
26.44539654711176,27.6153949843209,26.10747953812139,69.41432301874744,25.79700603123298,93.766281294053,25.55470581319974,106.7301177028807
26.43521639429634,27.63772410608109,26.09283553129587,69.49015188705319,25.78064865903782,93.87584496762119,25.53758471658522,106.8468450114435
26.42494674503073,27.65988746524311,26.07810353308773,69.56551272495838,25.76422633936103,93.98481482379836,25.52042163087606,106.9629924888286
26.41458711296954,27.68188596578092,26.06328401597177,69.64041166199615,25.74774027136303,94.09320115755381,25.50321809809865,107.0785746016165
26.40413701629229,27.7037205171159,26.04837747775606,69.71485490536134,25.73119167964924,94.20101434801362,25.48597567116675,107.193605879064
26.39359597791135,27.72539203465216,26.03338444180457,69.78884874153525,25.71458181373649,94.30826485877587,25.46869591232191,107.308100911178
26.38296352568359,27.74690144031876,26.01830545724292,69.86239953789416,25.69791194746628,94.41496323811886,25.45138039149272,107.4220743465563
26.3722391926248,27.76824966311798,26.00314109914714,69.93551374429902,25.68118337836356,94.52112011908955,25.43403068457135,107.5355408900122
26.36142251712754,27.7894376396809,25.987891968713,70.00819789466409,25.66439742693877,94.62674621946269,25.41664837160634,107.648515299948
26.3505130431818,27.81046631482921,25.9725586934063,70.08045860850326,25.64755543593154,94.73185234157997,25.39923503490975,107.7610123855101
26.33951032059935,27.83133664214441,25.95714192709158,70.15230259244913,25.63065876949407,94.83644937204728,25.38179225707779,107.8730470034757
26.32841390524059,27.85204958454354,25.94164235013905,70.22373664174462,25.61370881231231,94.94054828129089,25.3643216189235,107.9846340548979
26.3172233592444,27.8726061148618,25.92606066950782,70.29476764170221,25.59670696866311,95.04416012297565,25.34682469732034,108.0957884814962
26.30593825126116,27.89300721644245,25.91039761880441,70.36540256912994,25.57965466140546,95.14729603326046,25.32930306295598,108.2065252617717
26.29455815668829,27.91325388373344,25.89465395831538,70.43564849371857,25.56255333090423,95.2499672299039,25.31175827799511,108.3168594068611
26.2830826579086,27.93334712289115,25.87883047501237,70.50551257938997,25.5454044338839,95.35218501120143,25.29419189365067,108.4268059561192
